"CENSUS2K_Code","CENSUS2K_Occupation_Title","BLS_Code","BLS_Occupation_Title","OMBSOC_Code","OMBSOC_Occupation_Title","ONET_Code","ONET_Occupation_Title","CIP_Code","CIP_Occupation_Title","NSSBIC_Code","NSSBIC_Occupation_Title","DOECC_Code","DOECC_Occupation_Title"
42,"Social & Community Service Managers","11-9151","Social & Community Service Managers","11-9151","Social & Community Service Managers","11-9151.00","Social & Community Service Managers","52.0101","Business/Commerce, General   (New)",9,"Public Administration & Legal Services",7,"Government & Public Administration"
42,"Social & Community Service Managers","11-9151","Social & Community Service Managers","11-9151","Social & Community Service Managers","11-9151.00","Social & Community Service Managers","52.0201","Business Administration/Management",9,"Public Administration & Legal Services",7,"Government & Public Administration"
42,"Social & Community Service Managers","11-9151","Social & Community Service Managers","11-9151","Social & Community Service Managers","11-9151.00","Social & Community Service Managers","52.0206","Non-Profit/Public/Organizational Management",9,"Public Administration & Legal Services",7,"Government & Public Administration"
42,"Social & Community Service Managers","11-9151","Social & Community Service Managers","11-9151","Social & Community Service Managers","11-9151.00","Social & Community Service Managers","52.0701","Entrepreneurship/Entrepreneurial Studies",9,"Public Administration & Legal Services",7,"Government & Public Administration"
42,"Social & Community Service Managers","11-9151","Social & Community Service Managers","11-9151","Social & Community Service Managers","11-9151.00","Social & Community Service Managers","52.9999","Business, Management, Marketing, & Related Support Services,",9,"Public Administration & Legal Services",7,"Government & Public Administration"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","44.0401","Public Administration",99,"Residual occupation not assigned to a cluster",99,"Residual occupation not assigned to a cluster"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","44.9999","Public Administration & Services, Other",99,"Residual occupation not assigned to a single cluster",99,"Residual occupation not assigned to a single cluster"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","50.0508","Theatre/Theatre Arts Management",99,"Residual occupation not assigned to a single cluster",99,"Residual occupation not assigned to a single cluster"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","50.0704","Arts Management",99,"Residual occupation not assigned to a single cluster",99,"Residual occupation not assigned to a single cluster"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","52.0101","Business/Commerce, General   (New)",99,"Residual occupation not assigned to a single cluster",99,"Residual occupation not assigned to a single cluster"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","52.0201","Business Administration/Management",99,"Residual occupation not assigned to a single cluster",99,"Residual occupation not assigned to a single cluster"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","52.0206","Non-Profit/Public/Organizational Management",99,"Residual occupation not assigned to a single cluster",99,"Residual occupation not assigned to a single cluster"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","52.0209","Transportation?Transportation Management  (New)",99,"Residual occupation not assigned to a single cluster",99,"Residual occupation not assigned to a single cluster"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","52.0299","Business/Managerial Operations, Other",99,"Residual occupation not assigned to a single cluster",99,"Residual occupation not assigned to a single cluster"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","52.0701","Entrepreneurship/Entrepreneurial Studies",99,"Residual occupation not assigned to a single cluster",99,"Residual occupation not assigned to a single cluster"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","52.0702","Franchising & Franchise Operations",99,"Residual occupation not assigned to a single cluster",99,"Residual occupation not assigned to a single cluster"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","52.0703","Small Business Administration/Management   (New)",99,"Residual occupation not assigned to a single cluster",99,"Residual occupation not assigned to a single cluster"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","52.0799","Entrepreneurial & Small Business Operations, Other",99,"Residual occupation not assigned to a single cluster",99,"Residual occupation not assigned to a single cluster"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","52.0903","Tourism & Travel Services Management",99,"Residual occupation not assigned to a single cluster",99,"Residual occupation not assigned to a single cluster"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","52.0999","Hospitality Administration/Management, Other",99,"Residual occupation not assigned to a single cluster",99,"Residual occupation not assigned to a single cluster"
43,"Managers, All Other","11-9199","Managers, All Other","11-9199","Managers, All Other","11-9199.00","Managers, All Other","52.9999","Business, Management, Marketing, & Related Support Services,",99,"Residual occupation not assigned to a single cluster",99,"Residual occupation not assigned to a single cluster"
50,"Agents & Business Managers of Artists, Performers, & Athletes","13-1011","Agents & Business Managers of Artists, Performers, & Athletes","13-1011","Agents & Business Managers of Artists, Performers, & Athletes","13-1011.00","Agents & Business Managers of Artists, Performers, & Athletes","50.0704","Arts Management",13,"Communications, Entertainment, & Information",4,"Business & Administration"
50,"Agents & Business Managers of Artists, Performers, & Athletes","13-1011","Agents & Business Managers of Artists, Performers, & Athletes","13-1011","Agents & Business Managers of Artists, Performers, & Athletes","13-1011.00","Agents & Business Managers of Artists, Performers, & Athletes","52.0202","Purchasing, Procurement/Acquisitions & Contracts Management",13,"Communications, Entertainment, & Information",4,"Business & Administration"
51,"Purchasing Agents & Buyers, Farm Products","13-1021","Purchasing Agents & Buyers, Farm Products","13-1021","Purchasing Agents & Buyers, Farm Products","13-1021.00","Purchasing Agents & Buyers, Farm Products","01.0105","Agricultural/Farm Supplies Retailing & Wholesaling",1,"Agriculture, Forestry, & Fishing",1,"Agriculture/Natural Resource"
52,"Wholesale & Retail Buyers, Except Farm Products","13-1022","Wholesale & Retail Buyers, Except Farm Products","13-1022","Wholesale & Retail Buyers, Except Farm Products","13-1022.00","Wholesale & Retail Buyers, Except Farm Products","19.0905","Apparel & Textile Marketing Management  (New)",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
52,"Wholesale & Retail Buyers, Except Farm Products","13-1022","Wholesale & Retail Buyers, Except Farm Products","13-1022","Wholesale & Retail Buyers, Except Farm Products","13-1022.00","Wholesale & Retail Buyers, Except Farm Products","52.1701","Sales, Distribution, & Marketing Operations, General",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
52,"Wholesale & Retail Buyers, Except Farm Products","13-1022","Wholesale & Retail Buyers, Except Farm Products","13-1022","Wholesale & Retail Buyers, Except Farm Products","13-1022.00","Wholesale & Retail Buyers, Except Farm Products","52.1801","Sales, Distribution, and Marketing Operations, General",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
52,"Wholesale & Retail Buyers, Except Farm Products","13-1022","Wholesale & Retail Buyers, Except Farm Products","13-1022","Wholesale & Retail Buyers, Except Farm Products","13-1022.00","Wholesale & Retail Buyers, Except Farm Products","52.1802","Merchandising & Buying Operations",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
52,"Wholesale & Retail Buyers, Except Farm Products","13-1022","Wholesale & Retail Buyers, Except Farm Products","13-1022","Wholesale & Retail Buyers, Except Farm Products","13-1022.00","Wholesale & Retail Buyers, Except Farm Products","52.1902","Fashion Merchandising",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
52,"Wholesale & Retail Buyers, Except Farm Products","13-1022","Wholesale & Retail Buyers, Except Farm Products","13-1022","Wholesale & Retail Buyers, Except Farm Products","13-1022.00","Wholesale & Retail Buyers, Except Farm Products","52.1904","Apparel and Accessories Marketing Operations",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
53,"Purchasing Agents, Except Wholesale, Retail, & Farm Products","13-1023","Purchasing Agents, Except Wholesale, Retail, & Farm Products","13-1023","Purchasing Agents, Except Wholesale, Retail, & Farm Products","13-1023.00","Purchasing Agents, Except Wholesale, Retail, & Farm Products","52.1701","Sales, Distribution, & Marketing Operations, General",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
53,"Purchasing Agents, Except Wholesale, Retail, & Farm Products","13-1023","Purchasing Agents, Except Wholesale, Retail, & Farm Products","13-1023","Purchasing Agents, Except Wholesale, Retail, & Farm Products","13-1023.00","Purchasing Agents, Except Wholesale, Retail, & Farm Products","52.1801","Sales, Distribution, and Marketing Operations, General",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
53,"Purchasing Agents, Except Wholesale, Retail, & Farm Products","13-1023","Purchasing Agents, Except Wholesale, Retail, & Farm Products","13-1023","Purchasing Agents, Except Wholesale, Retail, & Farm Products","13-1023.00","Purchasing Agents, Except Wholesale, Retail, & Farm Products",,"Merchandising and Buying Operations",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
54,"Claims Adjusters, Appraisers, Examiners, & Investigators","13-1030","Claims Adjusters, Appraisers, Examiners, & Investigators","13-1030","Claims Adjusters, Appraisers, Examiners, & Investigators","13-1030.00","Claims Adjusters, Appraisers, Examiners, & Investigators","99","This is a broad SOC occupation. For related CIP programs, see detailed O*NET occupations listed below.",5,"Finance & Insurance",6,"Finance"
54,"Claims Adjusters, Appraisers, Examiners, & Investigators","13-1031","Claims Adjusters, Examiners, & Investigators","13-1031","Claims Adjusters, Examiners, & Investigators","13-1031.00","Claims Adjusters, Examiners, & Investigators","51.0715","Health/Medical Claims Examiner   (New)",5,"Finance & Insurance",6,"Finance"
54,"Claims Adjusters, Appraisers, Examiners, & Investigators","13-1031","Claims Adjusters, Examiners, & Investigators","13-1031","Claims Adjusters, Examiners, & Investigators","13-1031.00","Claims Adjusters, Examiners, & Investigators","52.1701","Insurance",5,"Finance & Insurance",6,"Finance"
54,"Claims Adjusters, Appraisers, Examiners, & Investigators","13-1031","Claims Adjusters, Examiners, & Investigators","13-1031","Claims Adjusters, Examiners, & Investigators","13-1031.01","Claims Examiners, Property & Casualty Insurance","51.0715","Health/Medical Claims Examiner   (New)",5,"Finance & Insurance",6,"Finance"
